name,latitude_deg,longitude_deg,country,municipality,iata_code
Valle del Fuerte International Airport,25.685447,-109.081055,MX,Los Mochis,LMM
Aeropuerto Internacional del Bajío,20.992695,-101.480284,MX,Silao,BJX
Manuel Márquez de León International Airport,24.0727005005,-110.361999512,MX,La Paz,LAP
Loreto International Airport,25.989200592041016,-111.3479995727539,MX,Loreto,LTO
General Servando Canales International Airport,25.7698993683,-97.5252990723,MX,Matamoros,MAM
Aeropuerto Internacional Manuel Crescencio Rejón,20.933384,-89.662621,MX,Ciudad de Mérida,MID
Aeropuerto Internacional Gral. Rodolfo Sánchez Taboada,32.630629,-115.242805,MX,Mexicali,MXL
General Francisco J. Mujica International Airport,19.849899,-101.025002,MX,Morelia,MLM
Minatitlán/Coatzacoalcos International Airport,18.103399,-94.580704,MX,Cosoleacaque,MTT
Monclova International Airport,26.9557,-101.470001,MX,Monclova,LOV
Benito Juárez International Airport,19.435137,-99.071328,MX,Ciudad de México,MEX
Monterrey International Airport,25.778521,-100.106989,MX,Monterrey,MTY
General Rafael Buelna International Airport,23.161474,-106.264572,MX,Mazatlàn,MZT
Quetzalcóatl International Airport,27.443899,-99.570503,MX,Nuevo Laredo,NLD
Aeropuerto Internacional Xoxocotlán,17.000814,-96.72197,MX,Oaxaca,OAX
El Tajín National Airport,20.6026992798,-97.4608001709,MX,Poza Rica,PAZ
Aeropuerto Internacional Hermanos Serdán,19.158465,-98.371582,MX,Puebla,PBC
Piedras Negras International Airport,28.627873,-100.53524,MX,Piedras Negras,PDS
Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,19.3967,-102.039001,MX,Uruapan,UPN
Puerto Vallarta International Airport,20.679913,-105.254391,MX,Puerto Vallarta,PVR
Aeropuerto Internacional de Puerto Escondido,15.874859,-97.091868,MX,Puerto Escondido,PXM
Querétaro Intercontinental Airport,20.6173,-100.185997,MX,Querétaro,QRO
General Lucio Blanco International Airport,26.0089,-98.2285,MX,Reynosa,REX
Aeropuerto Internacional de Los Cabos,23.151919,-109.720731,MX,San José del Cabo,SJD
Aeropuerto Internacional San Felipe,30.931996,-114.80847,MX,Mexicali,SFH
Cabo San Lucas International Airport,22.948211,-109.938155,MX,Cabo San Lucas,
Aeropuerto Internacional General Felipe Ángeles,19.7357,-99.0257,MX,Mexico City,NLU
Ponciano Arriaga International Airport,22.254299163800003,-100.930999756,MX,San Luis Potosí,SLP
Terán Air Base,16.739901,-93.173301,MX,Tuxtla Gutiérrez,
Francisco Sarabia Tinoco International Airport,25.5683,-103.411003,MX,Torreón,TRC
Angel Albino Corzo International Airport,16.5636005402,-93.0224990845,MX,Tuxtla Gutiérrez,TGZ
Aeropuerto Internacional Gral. Abelardo Rodriguez,32.545963,-116.975856,MX,Ciudad de Tijuana,TIJ
Felipe Carrillo Puerto International Airport,20.172098,-87.660272,MX,Tulum,TQO
General Francisco Javier Mina International Airport,22.2964000702,-97.8658981323,MX,Tampico,TAM
Adolfo López Mateos International Airport,19.3369,-99.56583,MX,Toluca,TLC
Aeropuerto Internacional de Tapachula,14.790371,-92.36883,MX,Tapachula,TAP
Aeropuerto Internacional de Cancún,21.039444,-86.874304,MX,Cancún,CUN
Carlos Rovirosa Pérez International Airport,17.996999740600586,-92.81739807128906,MX,Villahermosa,VSA
General Heriberto Jara International Airport,19.1459007263,-96.1873016357,MX,Veracruz,VER
Aeropuerto Internacional General Leobardo C. Ruiz,22.8971,-102.686996,MX,Zacatecas,ZCL
Aeropuerto Internacional de Zihuatanejo,17.601771,-101.460629,MX,Ixtapa,ZIH
Aeropuerto Internacional Playa de Oro,19.1448,-104.558998,MX,Manzanillo,ZLO
Shine Bulagin Hural Air Base,45.9467,109.1233,MN,Dalanjargalan,
Bluefields Airport,11.991,-83.774101,NI,Bluefileds,BEF
Augusto C. Sandino (Managua) International Airport,12.14150047302246,-86.16819763183594,NI,Managua,MGA
Puerto Cabezas Airport,14.047200202941896,-83.38670349121094,NI,Puerto Cabezas,PUZ
Bocas del Toro International Airport,9.34085,-82.250801,PA,Isla Colón,BOC
Alonso Valderrama Airport,7.98784,-80.409837,PA,Chitré,CTD
Changuinola Captain Manuel Niño International Airport,9.458962,-82.515062,PA,Changuinola,CHX
Enrique Malek International Airport,8.391,-82.434998,PA,David,DAV
Enrique Adolfo Jimenez Airport,9.35664,-79.867401,PA,Colón,ONX
Marcos A. Gelabert International Airport,8.97334,-79.555603,PA,Albrook,PAC
Ruben Cantu Airport,8.085599899291992,-80.94529724121094,PA,Santiago,SYP
Tocumen International Airport,9.07136,-79.383499,PA,Tocumen,PTY
Aerotortuguero Airport,10.42,-83.6095,CR,Roxana,
Buenos Aires Airport,9.163949,-83.330171,CR,Punta Arenas,BAI
Barra del Colorado Airport,10.7687,-83.585602,CR,Pococi,BCL
Coto 47 Airport,8.60156,-82.968754,CR,Corredores,OTR
Golfito Airport,8.65401,-83.182198,CR,Golfito,GLF
Guapiles Airport,10.2172002792,-83.79699707030001,CR,Pococi,GPL
Guanacaste Airport,10.5933,-85.544403,CR,Liberia,LIR
Los Chiles Airport,11.0353,-84.7061,CR,Los Chiles,LSL
Limon International Airport,9.95796012878418,-83.02200317382812,CR,Puerto Limon,LIO
Nosara Airport,9.97649002075,-85.65299987790002,CR,Nicoya,NOB
Juan Santamaría International Airport,9.99386,-84.208801,CR,San José (Alajuela),SJO
Puerto Jimenez Airport,8.533329963684082,-83.30000305175781,CR,Puerto Jimenez,PJM
Palmar Sur Airport,8.95103,-83.468597,CR,Palmar Sur,PMZ
Tobías Bolaños International Airport,9.95705,-84.139801,CR,San Jose,SYQ
Quepos Managua Airport,9.44316,-84.129799,CR,Quepos,XQP
Upala Airport,10.8922,-85.016197,CR,Upala,UPL
Monseñor Óscar Arnulfo Romero International Airport,13.4409,-89.055702,SV,San Salvador (San Luis Talpa),SAL
Ilopango International Airport,13.6995,-89.119904,SV,San Salvador,ILS
Les Cayes Airport,18.271099090576172,-73.78829956054688,HT,Les Cayes,CYA
Cap Haitien International Airport,19.726734,-72.199576,HT,Cap Haitien,CAP
Jacmel Airport,18.2411,-72.518501,HT,Jacmel,JAK
Jérémie Airport,18.66309928894043,-74.17030334472656,HT,Jeremie,JEE
Toussaint Louverture International Airport,18.58,-72.292503,HT,Port-au-Prince,PAP
Port-de-Paix Airport,19.934045,-72.84801,HT,Port-de-Paix,PAX
IAF Agalega,-10.372483,56.603537,MU,Vingt Cinq,
Gustavo Rizo Airport,20.365299224853516,-74.5062026977539,CU,Baracoa,BCA
Carlos Manuel de Cespedes Airport,20.3964,-76.621399,CU,Bayamo,BYM
Máximo Gómez Airport,22.0271,-78.789597,CU,Ciro Redondo,AVI
Jardines Del Rey Airport,22.4610004425,-78.32839965820001,CU,Cayo Coco,CCC
Jaime Gonzalez Airport,22.149999618530273,-80.41419982910156,CU,Cienfuegos,CFG
Vilo Acuña International Airport,21.6165008545,-81.5459976196,CU,Cayo Largo del Sur,CYO
Ignacio Agramonte International Airport,21.420299530029297,-77.84750366210938,CU,Camaguey,CMW
Antonio Maceo International Airport,19.96980094909668,-75.83540344238281,CU,Santiago,SCU
Leeward Point Field,19.9065,-75.2071,CU,Guantanamo Bay Naval Station,NBW
Mariana Grajales Airport,20.0853,-75.158302,CU,Guantánamo,GAO
José Martí International Airport,22.989200592041016,-82.40910339355469,CU,Havana,HAV
Frank Pais International Airport,20.785600662231445,-76.31510162353516,CU,Holguin,HOG
Kawama Airport,23.124001,-81.301598,CU,Santa Marta,VRO
La Coloma Airport,22.3361,-83.641899,CU,Pinar del Rio,LCL
Orestes Acosta Airport,20.653900146484375,-74.92220306396484,CU,Moa,MOA
Sierra Maestra International Airport,20.288605,-77.087545,CU,Manzanillo,MZO
San Nicolás de Bari Airport,22.756514,-81.920743,CU,San Nicolás de Bari,
Rafael Cabrera Airport,21.834699630737305,-82.78379821777344,CU,Nueva Gerona,GER
Playa Baracoa Airport,23.032801,-82.579399,CU,Havana,UPB
Abel Santamaria Airport,22.492201,-79.943604,CU,Santa Clara,SNU
San Julián Air Base,22.100525,-84.157376,CU,Sandino,SNJ
Siguanea Airport,21.6425,-82.955101,CU,Isla de la Juventud,SZJ
Alberto Delgado Airport,21.7883,-79.9972,CU,Trinidad,TND
Juan Gualberto Gomez International Airport,23.034401,-81.435303,CU,Matanzas,VRA
Hermanos Ameijeiras Airport,20.9876,-76.935799,CU,Las Tunas,VTU
Charles Kirkconnell International Airport,19.687,-79.882797,KY,West End,CYB
Edward Bodden Little Cayman Airfield,19.660161,-80.088826,KY,Blossom Village,LYB
Owen Roberts International Airport,19.292801,-81.357697,KY,George Town,GCM
Creel International Airport / Barrancas del Cobre Regional Airport,27.725133,-107.652015,MX,Bocoyna,
Base N°1 de la Fuerza Aérea Mexicana (General Alfredo Lezama Álvarez),19.735682,-99.002455,MX,Zumpango,
Kaya88 Malaysia,2.7542,101.7043,MY,,
Clarence A. Bain Airport,24.287701,-77.684601,BS,Mangrove Cay,MAY
Andros Town Airport,24.697900772094727,-77.79560089111328,BS,,ASD
Congo Town Airport,24.158701,-77.589798,BS,Andros,TZN
Leonard M Thompson International Airport,26.510711,-77.084262,BS,Marsh Harbour,MHH
San Andros Airport,25.053800582885746,-78.04900360107422,BS,Andros Island,SAQ
Spring Point Airport,22.441799,-73.970901,BS,Spring Point,AXP
Treasure Cay Airport,26.745300293,-77.3912963867,BS,Treasure Cay,TCB
Chub Cay Airport,25.41710090637207,-77.88089752197266,BS,,CCZ
Great Harbour Cay Airport,25.7383,-77.840103,BS,Bullocks Harbour,GHC
South Bimini Airport,25.6998996735,-79.2647018433,BS,South Bimini,BIM
Arthur's Town Airport,24.6294,-75.673797,BS,Arthur's Town,ATC
New Bight Airport,24.3153,-75.452301,BS,Cat Island,TBI
Colonel Hill Airport,22.7456,-74.182404,BS,Colonel Hill,CRI
Exuma International Airport,23.562599,-75.877998,BS,Moss Town,GGT
North Eleuthera Airport,25.474899292,-76.6835021973,BS,North Eleuthera,ELH
Governor's Harbour Airport,25.2847,-76.331001,BS,Governor's Harbour,GHB
Normans Cay Airport,24.594299,-76.820198,BS,Normans Cay,NMC
Rock Sound Airport,24.8950787333,-76.1768817902,BS,Rock Sound,RSD
Staniel Cay Airport,24.1691,-76.439102,BS,,TYM
Grand Bahama International Airport,26.5587005615,-78.695602417,BS,Freeport,FPO
Inagua Airport,20.975000381469727,-73.66690063476562,BS,Matthew Town,IGA
Deadman's Cay Airport,23.1790008545,-75.09359741210001,BS,Deadman's Cay,LGI
Hard Bargain Airport,23.011194,-74.905889,BS,,
Stella Maris Airport,23.582317,-75.268621,BS,Stella Maris,SML
Mayaguana Airport,22.379499,-73.013494,BS,Abrahams Bay,MYG
Lynden Pindling International Airport,25.039,-77.466202,BS,Nassau,NAS
Duncan Town Airport,22.181801,-75.7295,BS,,DCT
San Salvador Airport,24.063299,-74.524002,BS,San Salvador,ZSA
Philip S. W. Goldson International Airport,17.539951,-88.303556,BZ,Belize City,BZE
Changbaishan Airport,42.066944,127.602222,CN,Baishan,NBS
Rarotonga International Airport,-21.2027,-159.806,CK,Avarua,RAR
Nadi International Airport,-17.755399703979492,177.4429931640625,FJ,Nadi,NAN
Nausori International Airport,-18.04330062866211,178.5590057373047,FJ,Nausori,SUV
Labasa Airport,-16.4667,179.339996,FJ,Labasa,LBS
Fua'amotu International Airport,-21.241199493408203,-175.14999389648438,TO,Nuku'alofa,TBU
Lifuka Island Airport,-19.777000427246097,-174.34100341796875,TO,Lifuka,HPA
Vava'u International Airport,-18.58530044555664,-173.96200561523438,TO,Vava'u Island,VAV
Gombe Lawanti International Airport,10.298889,10.9,NG,Gombe,GMO
Warri Airport,5.59611,5.81778,NG,Warri,QRW
Funafuti International Airport,-8.525,179.195999,TV,Funafuti,FUN
Bonriki International Airport,1.38164,173.147003,KI,Tarawa,TRW
Tabiteuea North Airport,-1.22447,174.776001,KI,,TBF
Niue International Airport,-19.079030990600582,-169.92559814453125,NU,Alofi,IUE
Ninglang Luguhu Airport,27.5403,100.7593,CN,Ninglang,NLH
Hihifo Airport,-13.2383003235,-176.199005127,WF,Wallis Island,WLS
Pokhara International Airport,28.1838,84.0147,NP,Pokhara,PKR
Faleolo International Airport,-13.829999923706056,-172.00799560546875,WS,Apia,APW
Pago Pago International Airport,-14.331,-170.710007,AS,Pago Pago,PPG
Faa'a International Airport,-17.553699,-149.606995,PF,Papeete,PPT
Rurutu Airport,-22.434099197387695,-151.36099243164062,PF,,RUR
Tubuai Airport,-23.365400314331055,-149.5240020751953,PF,,TUB
Anaa Airport,-17.3526,-145.509995,PF,Anaa,AAA
Fangatau Airport,-15.820044,-140.888071,PF,Fangatau,FGU
Tikehau Airport,-15.119600296020508,-148.2310028076172,PF,,TIH
Reao Airport,-18.46652,-136.43855,PF,Reao,REA
Fakarava Airport,-16.054100036621094,-145.65699768066406,PF,,FAV
Manihi Airport,-14.436800003051758,-146.07000732421875,PF,,XMH
Totegegie Airport,-23.07990074157715,-134.88999938964844,PF,,GMR
Kaukura Airport,-15.6633,-146.884995,PF,Raitahiti,KKR
Makemo Airport,-16.5839,-143.658005,PF,Makemo,MKP
Takapoto Airport,-14.709500312805176,-145.24600219726562,PF,,TKP
Arutua Airport,-15.248299598693848,-146.61700439453125,PF,,AXR
Mataiva Airport,-14.8681001663208,-148.7169952392578,PF,,MVT
Ahe Airport,-14.428099632263184,-146.2570037841797,PF,Ahe Atoll,AHE
Takaroa Airport,-14.45580005645752,-145.02499389648438,PF,,TKX
Nuku Hiva Airport,-8.7956,-140.229004,PF,Nuku Hiva,NHV
Hiva Oa-Atuona Airport,-9.76879024506,-139.011001587,PF,Hiva Oa Island,AUQ
Bora Bora Airport,-16.444400787353516,-151.75100708007812,PF,Motu Mute,BOB
Rangiroa Airport,-14.954299926757812,-147.66099548339844,PF,,RGI
Huahine-Fare Airport,-16.687084,-151.021593,PF,Fare,HUH
Moorea Temae Airport,-17.48979,-149.761777,PF,Moorea-Maiao,MOZ
Hao Airport,-18.0748,-140.945999,PF,Otepa,HOI
Maupiti Airport,-16.42650032043457,-152.24400329589844,PF,,MAU
Raiatea Airport,-16.7229,-151.466003,PF,Uturoa,RFP
Gaua Island Airport,-14.218099594099998,167.587005615,VU,Gaua Island,ZGU
Santo Pekoa International Airport,-15.505000114399998,167.220001221,VU,Luganville,SON
Bauerfield International Airport,-17.699301,168.320007,VU,Port Vila,VLI
Tanna Airport,-19.45509910583496,169.2239990234375,VU,,TAH
Tiga Airport,-21.096099853515625,167.8040008544922,NC,Tiga,TGJ
Koné Airport,-21.053551,164.838768,NC,Koné,KNQ
Île des Pins Airport,-22.58889961242676,167.45599365234375,NC,Île des Pins,ILP
Lifou Airport,-20.774799346923828,167.24000549316406,NC,Lifou,LIF
Nouméa Magenta Airport,-22.25812,166.472783,NC,Nouméa,GEA
Maré Airport,-21.481700897216797,168.03799438476562,NC,Maré,MEE
Touho Airport,-20.790127,165.259524,NC,Touho,TOU
Ouvéa Airport,-20.640600204467773,166.572998046875,NC,Ouvéa,UVE
La Tontouta International Airport,-22.014601,166.212997,NC,Nouméa (La Tontouta),NOU
Auckland International Airport,-37.01199,174.786331,NZ,Auckland,AKL
Taupo Airport,-38.73970031738281,176.08399963378906,NZ,Taupo,TUO
Ardmore Airport,-37.02970123291016,174.97300720214844,NZ,Manurewa,AMZ
Christchurch International Airport,-43.48939895629883,172.53199768066406,NZ,Christchurch,CHC
Chatham Islands / Tuuta Airport,-43.81189,-176.46514,NZ,Te One,CHT
Dunedin International Airport,-45.928101,170.197998,NZ,Dunedin,DUD
Gisborne Airport,-38.6633,177.977997,NZ,Gisborne,GIS
Glentanner Airport,-43.906700134277344,170.1280059814453,NZ,Glentanner Station,GTN
Hokitika Airfield,-42.713600158691406,170.98500061035156,NZ,,HKK
Hamilton International Airport,-37.8666992188,175.332000732,NZ,Hamilton,HLZ
Kerikeri Airport,-35.259148,173.913317,NZ,Kerikeri,KKE
Kaitaia Airport,-35.069837,173.287053,NZ,Awanui,KAT
Alexandra Aerodrome,-45.210495,169.371113,NZ,Alexandra,ALR
Mount Cook Airport,-43.764999,170.132996,NZ,,MON
Manapouri Airport,-45.5331,167.649994,NZ,,TEU
Hood Airport,-40.974634,175.63454,NZ,Masterton,MRO
New Plymouth Airport,-39.00859832763672,174.1790008544922,NZ,New Plymouth,NPL
Hawke's Bay Airport,-39.465801,176.869995,NZ,Napier,NPE
Nelson Airport,-41.298302,173.220993,NZ,Nelson,NSN
Invercargill Airport,-46.41239929199219,168.31300354003906,NZ,Invercargill,IVC
RNZAF Base Ohakea,-40.20600128173828,175.38800048828125,NZ,,OHA
Oamaru Airport,-44.970001220703125,171.08200073242188,NZ,,OAM
Palmerston North Airport,-40.320599,175.617004,NZ,Palmerston North,PMR
Paraparaumu Airport,-40.90470123291016,174.98899841308594,NZ,,PPQ
Queenstown International Airport,-45.021099,168.738998,NZ,Queenstown,ZQN
Rotorua Regional Airport,-38.1092,176.317001,NZ,Rotorua,ROT
South Pole Station Airport,-89.989444,-1.0,AQ,Amundsen-Scott South Pole Station,
Tauranga Airport,-37.67190170288086,176.1959991455078,NZ,Tauranga,TRG
Timaru Airport,-44.30279922485352,171.22500610351562,NZ,,TIU
Pukaki Airport,-44.2350006104,170.117996216,NZ,Twitzel,TWZ
Woodbourne Airport,-41.5182991027832,173.8699951171875,NZ,Blenheim,BHE
Williams Field Skiway,-77.867401,167.057007,AQ,McMurdo Station,
Wanaka Airport,-44.722954,169.248419,NZ,Wanaka,WKA
Whakatane Airport,-37.92060089111328,176.91400146484375,NZ,,WHK
Wellington International Airport,-41.3272018433,174.804992676,NZ,Wellington,WLG
Wairoa Airport,-39.012118,177.404395,NZ,Wairoa,WIR
RNZAF Base Auckland-Whenuapai,-36.78779983520508,174.6300048828125,NZ,,
Whangarei Airport,-35.769253,174.363713,NZ,Whangarei,WRE
Westport Airport,-41.737111,171.579033,NZ,Westport,WSZ
Wanganui Airport,-39.96220016479492,175.02499389648438,NZ,Wanganui,WAG
Herat - Khwaja Abdullah Ansari International Airport,34.209999,62.228298,AF,Guzara,HEA
Bagram Airfield,34.946098,69.264999,AF,Bagram,OAI
Jalalabad Airport,34.399799,70.498596,AF,Jalalabad,JAA
Kabul International Airport,34.565899,69.212303,AF,Kabul,KBL
Ahmad Shah Baba International Airport / Kandahar Airfield,31.5058,65.847801,AF,Khvoshab,KDH
Maymana Zahiraddin Faryabi Airport,35.930801,64.760902,AF,Maymana,MMZ
Mazar-i-Sharif International Airport,36.706902,67.209702,AF,Mazar-i-Sharif,MZR
Kunduz Airport,36.6651,68.910797,AF,Kunduz,UND
Bahrain International Airport,26.267295,50.63764,BH,Manama,BAH
Sheik Isa Air Base,25.918399810791016,50.590599060058594,BH,Sitrah,
Abha International Airport,18.2404,42.656601,SA,Abha,AHB
Al-Ahsa International Airport,25.285299,49.485199,SA,Hofuf,HOF
King Saud Bin Abdulaziz (Al Baha) Airport,20.298506,41.636153,SA,Al-Baha,ABT
Bisha Airport,19.9844,42.620899,SA,Bisha,BHH
King Fahd International Airport,26.471201,49.797901,SA,Ad Dammam,DMM
King Salman Abdulaziz Airport,24.4499,44.121201,SA,Dawadmi,DWD
King Abdulaziz Air Base,26.2654,50.152,SA,Dhahran,DHA
Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,16.9011,42.5858,SA,Jizan,GIZ
Gassim Airport,26.302799,43.774399,SA,Buraidah,ELQ
Gurayat Domestic Airport,31.412413,37.278898,SA,Gurayat,URY
Ha'il Airport,27.437901,41.686298,SA,Ha'il,HAS
Jubail Airport,27.039,49.405102,SA,Jubail,QJB
King Faisal Naval Base,21.348100662231445,39.17300033569336,SA,Jeddah,
King Abdulaziz International Airport,21.6796,39.156502,SA,Jeddah,JED
King Khaled Military City Airport,27.9009,45.528198,SA,King Khaled Military City,KMC
King Khalid Air Base,18.2973,42.803501,SA,Khamis Mushait,KMX
Prince Mohammad Bin Abdulaziz Airport,24.5534,39.705101,SA,Medina,MED
Najran Domestic Airport,17.611401,44.419201,SA,Najran,EAM
Neom Bay Airport,27.927598,35.28874,SA,Sharma,NUM
Al Qaisumah/Hafr Al Batin Airport,28.335199,46.125099,SA,Qaisumah,AQI
Prince Sultan Air Base,24.0627,47.580502,SA,,AKH
Rafha Domestic Airport,29.626399993896484,43.4906005859375,SA,Rafha,RAH
King Khaled International Airport,24.9576,46.698799,SA,Riyadh,RUH
Ras Mishab Airport,28.079599,48.611,SA,Al Mishab,
Arar Domestic Airport,30.90660095214844,41.13819885253906,SA,Arar,RAE
Ras Tanura Airport,26.723101,50.0308,SA,Ras Tanura,
Riyadh Air Base,24.725725,46.722336,SA,Riyadh,
Sharurah Domestic Airport,17.4669,47.121399,SA,Sharurah,SHW
Al-Jawf Domestic Airport,29.78510093688965,40.099998474121094,SA,Al-Jawf,AJF
Tabuk Airport,28.3654,36.6189,SA,Tabuk,TUU
Ta’if Regional Airport,21.483001,40.543442,SA,Ta’if,TIF
Ras Tanajib Airport,27.8678,48.7691,SA,As Saffaniyah,
Turaif Domestic Airport,31.692188,38.731544,SA,Turaif,TUI
Wadi Al Dawasir Domestic Airport,20.504299,45.1996,SA,Wadi Al Dawasir,WAE
Al Wajh Domestic Airport,26.198601,36.476398,SA,Al Wajh,EJH
Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport,24.144199,38.0634,SA,Yanbu,YNB
Abadan Airport,30.367887,48.230075,IR,Abadan,ABD
Dezful Airport,32.434399,48.397598,IR,Dezful,DEF
Aghajari Airport,30.7444,49.6772,IR,Aghajari,AKW
Gachsaran Airport,30.333869,50.833796,IR,Gachsaran,GCH
Shahid Asiyaee Airport,32.001719,49.268599,IR,Masjed Soleyman,QMJ
Mahshahr Airport,30.5562,49.151901,IR,Mahshahr,MRX
Lieutenant General Qasem Soleimani International Airport,31.3374,48.762001,IR,Ahvaz,AWZ
Abu Musa Island Airport,25.8757,55.033001,IR,Abu Musa,AEU
Bushehr Airport,28.9447994232,50.8345985413,IR,Bushehr,BUZ
Jam Airport,27.820499,52.3522,IR,Jam,KNR
Kish International Airport,26.5261993408,53.9802017212,IR,Kish Island,KIH
Bandar Lengeh International Airport,26.532283,54.82484,IR,Bandar Lengeh,BDH
Persian Gulf International Airport,27.379601,52.737701,IR,Khiyaroo,PGU
Khark Airport,29.260503,50.322193,IR,Khark,KHK
Siri Airport,25.908899,54.539398,IR,Siri,SXI
Lavan Airport,26.810742,53.354302,IR,Lavan Airport,LVP
Shahid Ashrafi Esfahani Airport,34.3459014893,47.1581001282,IR,Kermanshah,KSH
Ilam Airport,33.58660125732422,46.40480041503906,IR,Ilam,IIL
Khoram Abad Airport,33.43539810180664,48.282901763916016,IR,,KHD
Sanandaj Airport,35.24589920043945,47.00920104980469,IR,,SDG
Kashan Airport,33.895302,51.577,IR,Kashan,KKS
Isfahan Shahid Beheshti International Airport,32.750755,51.861483,IR,Isfahan,IFN
Badr Air Base,32.621101,51.696999,IR,Esfahan,
Shahrekord Airport,32.2971992493,50.842201232899995,IR,Shahrekord,CQD
Sardar-e-Jangal Airport,37.323333,49.617778,IR,Rasht,RAS
Hamadan Airport,34.869202,48.552502,IR,Hamadan,HDM
Nojeh Air Base,35.211601,48.6534,IR,Amirabad,NUJ
Imam Khomeini International Airport,35.416099548339844,51.152198791503906,IR,Tehran,IKA
Mehrabad International Airport,35.68920135498047,51.31340026855469,IR,Tehran,THR
Qazvin Airport,36.240101,50.0471,IR,Qazvin,GZW
Naja Airport,35.776299,50.881001,IR,Karaj,
Payam Karaj International Airport,35.7761,50.826698,IR,Karaj,PYK
Bandar Abbas International Airport,27.218299865722656,56.37779998779297,IR,Bandar Abbas,BND
Jiroft Airport,28.723519,57.675037,IR,Jiroft,JYR
Ayatollah Hashemi Rafsanjani International Airport,30.271276,56.949692,IR,Kerman,KER
Bam Airport,29.0842,58.450001,IR,Bam,BXR
Rafsanjan Airport,30.298345,56.048979,IR,Rafsanjan,RJN
Sirjan Airport,29.5509,55.672699,IR,Sirjan,SYJ
Birjand International Airport,32.896525,59.281258,IR,Birjand,XBJ
Sarakhs Airport,36.501202,61.064899,IR,Sarakhs,CKT
Mashhad International Airport,36.235198974609375,59.64099884033203,IR,Mashhad,MHD
Bojnord Airport,37.49300003051758,57.30820083618164,IR,Bojnord,BJB
Sabzevar National Airport,36.16809844970703,57.59519958496094,IR,Sabzevar,AFZ
Tabas Airport,33.667801,56.8927,IR,Tabas,TCX
Gorgan Airport,36.9094009399,54.4012985229,IR,Gorgan,GBT
Nowshahr Airport,36.664286,51.46273,IR,Nowshahr,NSH
Ramsar Airport,36.90701,50.687316,IR,Ramsar,RZR
Sari Dasht-e Naz International Airport,36.644408,53.188761,IR,Sari,SRY
Fasa Airport,28.8918,53.723301,IR,Fasa,FAZ
Lar Airport,27.6747,54.383301,IR,Lar,LRR
Lamerd Airport,27.3727,53.188801,IR,Lamerd,LFM
Shiraz Shahid Dastghaib International Airport,29.5392,52.589802,IR,Shiraz,SYZ
Yasuj Airport,30.702238,51.542988,IR,Yasuj,YES
Ardabil Airport,38.3256988525,48.4244003296,IR,Ardabil,ADU
Urmia Airport,37.6680984497,45.0686988831,IR,Urmia,OMH
Tabriz International Airport,38.1339,46.235001,IR,Tabriz,TBZ
Maku National Airport,39.191293,44.928505,IR,Showt,IMQ
Zanjan Airport,36.7737007141,48.3594017029,IR,Zanjan,JWN
Shahid Sadooghi Airport,31.9048995972,54.2765007019,IR,Yazd,AZD
Zabol Airport,31.098301,61.5439,IR,Zabol,ACZ
Chabahar Konarak International Airport,25.44319,60.382167,IR,Konarak,ZBR
Zahedan International Airport,29.47570037841797,60.90620040893555,IR,Zahedan,ZAH
Iranshahr Airport,27.236099,60.720001,IR,Iranshahr,IHR
Queen Alia International Airport,31.7226009369,35.9931983948,JO,Amman,AMM
Amman Civil (Marka International) Airport,31.9727,35.9916,JO,Amman,ADJ
Aqaba King Hussein International Airport,29.611600875854492,35.01810073852539,JO,Aqaba,AQJ
Muwaffaq Salti Air Base,31.8256,36.782001,JO,Al Azraq,
Ahmed Al Jaber Air Base,28.9347991943,47.791900634799994,KW,Ahmed Al Jaber AB,XIJ
Ali Al Salem Air Base,29.344632,47.511215,KW,Al Damaikhi,
Kuwait International Airport,29.226601,47.968899,KW,Kuwait City,KWI
Beirut Rafic Hariri International Airport,33.820899963378906,35.488399505615234,LB,Beirut,BEY
Rene Mouawad Air Base / Kleyate Airport,34.589298,36.011299,LB,Tripoli,KYE
Rayak Air Base,33.850799560546875,35.987701416015625,LB,Rayak,
Duqm International Airport,19.501944,57.634167,OM,Duqm,DQM
Mussanah Airport,23.640556,57.4875,OM,Al Masna'ah,MNH
Ras Al Hadd Airport,22.25691,59.74067,OM,Ras ar Ruays,
Zayed International Airport,24.443764,54.651718,AE,Abu Dhabi,AUH
Al Bateen Executive Airport,24.428301,54.458099,AE,Abu Dhabi,AZI
Al Ain International Airport,24.261699676513672,55.60919952392578,AE,Al Ain,AAN
Al Dhafra Air Base,24.248199462900004,54.5476989746,AE,,DHF
Sir Bani Yas Airport,24.283611,52.580278,AE,Sir Bani Yas,XSB
Dubai International Airport,25.2527999878,55.3643989563,AE,Dubai,DXB
Al Minhad Air Base,25.0268001556,55.3661994934,AE,Dubai,NHD
Al Maktoum International Airport,24.896356,55.161389,AE,Jebel Ali,DWC
Fujairah International Airport,25.1122,56.324001,AE,Fujairah,FJR
Ras Al Khaimah International Airport,25.613500595092773,55.93880081176758,AE,Ras Al Khaimah,RKT
Sharjah International Airport,25.3286,55.5172,AE,Sharjah,SHJ
Khasab Airport,26.171,56.240601,OM,Khasab,KHS
RAFO Masirah,20.6754,58.890499,OM,Masirah,MSH
